Year,Area,Item,average_rain_fall_mm_per_year,pesticides_tonnes,avg_temp,hg/ha_yield
1991,Australia,Rice,497,479,23.39,1872.7
1991,Australia,Maize,2491,106,13.77,2253.1
1991,Australia,Barley,2811,358,31.46,3413.2
1991,Australia,Soybean,2255,412,27.78,2860.2
1991,Nigeria,Wheat,446,157,26.13,1228.5
1991,Nigeria,Rice,788,426,19.94,1833.0
1991,Nigeria,Maize,2685,369,13.44,3738.6
1991,Nigeria,Barley,2820,443,33.12,3799.8
1991,Nigeria,Soybean,1934,272,26.5,2171.2
1991,Argentina,Wheat,923,69,16.52,1607.2
1991,Argentina,Rice,1627,263,32.43,1539.3
1991,Argentina,Maize,1483,18,16.97,1710.7
1991,Argentina,Barley,2555,140,31.41,2062.9
1991,Argentina,Soybean,1996,417,31.27,2742.1
1992,India,Wheat,1743,431,26.72,2242.2
1992,India,Rice,2857,482,26.59,3843.7
1992,India,Maize,2219,375,23.72,3109.0
1992,India,Barley,1256,178,14.4,1795.8
1992,India,Soybean,697,286,14.47,1487.9
1992,USA,Wheat,2219,401,31.23,2664.9
1992,USA,Rice,939,42,23.56,1553.6
1992,USA,Maize,769,384,16.26,1889.6
1992,USA,Barley,2385,239,19.83,2624.7
1992,USA,Soybean,2099,292,20.86,2330.6
1992,Brazil,Wheat,1097,106,24.42,1804.4
1992,Brazil,Rice,1804,462,15.75,3024.7
1992,Brazil,Maize,958,13,10.61,734.3
1992,Brazil,Barley,316,181,33.51,755.7
1992,Brazil,Soybean,1369,382,32.09,2429.3
1992,China,Wheat,2068,46,33.21,1910.3
1992,China,Rice,601,190,24.31,1316.7
1992,China,Maize,1292,125,17.36,2090.0
1992,China,Barley,2306,170,17.92,2132.6
1992,China,Soybean,2365,290,19.87,2838.3
1992,Australia,Wheat,869,332,24.25,1907.7
1992,Australia,Rice,925,297,26.78,1728.2
1992,Australia,Maize,454,499,31.93,1825.9
1992,Australia,Barley,545,185,23.82,1248.8
1992,Australia,Soybean,837,364,16.41,1640.5
1992,Nigeria,Wheat,824,325,22.78,1905.4
1992,Nigeria,Rice,335,182,14.86,1258.4
1992,Nigeria,Maize,2859,409,11.27,3874.5
1992,Nigeria,Barley,2818,152,19.39,3197.5
1992,Nigeria,Soybean,2123,224,26.8,1928.4
1992,Argentina,Wheat,874,199,17.16,1238.6
1992,Argentina,Rice,2917,351,16.26,3554.0
1992,Argentina,Maize,1137,280,19.0,1722.6
1992,Argentina,Barley,2960,490,30.7,3612.0
1992,Argentina,Soybean,304,112,12.13,1221.9
1993,India,Wheat,1291,381,20.28,2458.0
1993,India,Rice,568,379,22.91,1652.3
1993,India,Maize,1982,154,19.97,2479.9
1993,India,Barley,1381,448,16.27,2311.1
1993,India,Soybean,416,327,30.9,1069.8
1993,USA,Wheat,2231,138,14.33,2429.5
1993,USA,Rice,1419,135,12.35,1881.7
1993,USA,Maize,787,246,17.0,1222.6
1993,USA,Barley,1512,496,26.43,2517.3
1993,USA,Soybean,2594,460,16.19,3488.3
1993,Brazil,Wheat,1296,95,10.36,2096.2
1993,Brazil,Rice,1543,78,12.35,1359.9
1993,Brazil,Maize,2073,455,27.59,2495.5
1993,Brazil,Barley,2565,483,22.29,3345.1
1993,Brazil,Soybean,1935,298,21.62,2283.8
1993,China,Wheat,2370,259,25.4,2996.0
1993,China,Rice,2789,105,31.41,2451.1
1993,China,Maize,815,25,11.76,1342.4
1993,China,Barley,2605,485,24.64,3281.6
1993,China,Soybean,1151,161,26.93,1647.5
1993,Australia,Wheat,2727,42,21.46,2741.0
1993,Australia,Rice,1936,277,19.65,2322.3
1993,Australia,Maize,1491,339,15.17,2003.1
1993,Australia,Barley,2744,21,12.52,3009.0
1993,Australia,Soybean,2846,251,27.08,3356.0
1993,Nigeria,Wheat,389,273,19.63,1629.9
1993,Nigeria,Rice,1925,427,16.52,3130.8
1993,Nigeria,Maize,1125,123,25.72,1300.8
1993,Nigeria,Barley,1028,286,34.19,1727.5
1993,Nigeria,Soybean,2192,466,24.21,3181.5
1993,Argentina,Wheat,1422,45,19.3,2032.6
1993,Argentina,Rice,2443,161,31.68,2694.6
1993,Argentina,Maize,336,277,20.72,1139.6
1993,Argentina,Barley,2626,226,15.96,3190.2
1993,Argentina,Soybean,1596,378,22.63,2685.5
1994,India,Wheat,1028,351,17.44,1368.0
1994,India,Rice,2524,109,10.27,2366.5
1994,India,Maize,375,274,17.98,1385.2
1994,India,Barley,1150,376,12.08,1619.2
1994,India,Soybean,695,34,23.84,853.6
1994,USA,Wheat,1467,66,12.84,1869.2
1994,USA,Rice,1365,195,11.44,1589.6
1994,USA,Maize,933,142,28.43,1478.1
1994,USA,Barley,534,340,12.93,1564.9
1994,USA,Soybean,1253,410,12.53,2215.1
1994,Brazil,Wheat,1497,150,15.56,1734.0
1994,Brazil,Rice,2981,203,12.03,2834.5
1994,Brazil,Maize,1745,348,24.53,2210.7
1994,Brazil,Barley,2156,351,30.32,2633.6
1994,Brazil,Soybean,516,310,28.83,813.5
1994,China,Wheat,2110,454,19.45,2567.5
1994,China,Rice,390,211,32.66,445.4
1994,China,Maize,472,150,20.13,1113.3
1994,China,Barley,1381,157,12.97,2117.1
1994,China,Soybean,1194,370,28.61,1795.1
1994,Australia,Wheat,2296,357,34.05,2400.3
1994,Australia,Rice,1831,378,12.07,3028.1
1994,Australia,Maize,1233,126,34.08,1452.6
1994,Australia,Barley,984,169,23.9,1700.2
1994,Australia,Soybean,1472,89,23.19,1325.7
1994,Nigeria,Wheat,1552,173,23.85,1880.1
1994,Nigeria,Rice,2394,242,15.42,2387.0
1994,Nigeria,Maize,1696,63,24.61,1891.7
1994,Nigeria,Barley,770,450,32.88,1516.2
1994,Nigeria,Soybean,1267,367,21.39,2200.7
1994,Argentina,Wheat,672,17,14.24,1104.2
1994,Argentina,Rice,389,145,18.83,589.9
1994,Argentina,Maize,839,229,19.01,1678.1
1994,Argentina,Barley,2246,456,23.4,3402.8
1994,Argentina,Soybean,2336,221,25.07,2811.1
1995,India,Wheat,1224,406,32.77,1715.5
1995,India,Rice,689,91,20.42,1237.0
1995,India,Maize,2138,418,20.46,3164.8
1995,India,Barley,1097,251,23.79,1145.7
1995,India,Soybean,1315,298,29.44,1498.6
1995,USA,Wheat,523,248,13.76,1628.8
1995,USA,Rice,362,226,34.25,1193.1
1995,USA,Maize,988,470,11.59,1718.5
1995,USA,Barley,810,394,10.34,2154.6
1995,USA,Soybean,817,485,30.32,2182.4
1995,Brazil,Wheat,1968,367,32.83,2002.1
1995,Brazil,Rice,1013,467,19.45,1633.9
1995,Brazil,Maize,2804,375,16.29,3514.3
1995,Brazil,Barley,1016,269,15.72,2073.6
1995,Brazil,Soybean,787,297,11.17,1205.9
1995,China,Wheat,1874,163,22.45,2037.7
1995,China,Rice,2465,268,23.0,2545.0
1995,China,Maize,2284,63,34.2,2600.2
1995,China,Barley,1062,322,24.75,2012.1
1995,China,Soybean,1552,350,25.98,1755.8
1995,Australia,Wheat,734,112,13.41,1440.1
1995,Australia,Rice,1629,107,25.92,1592.0
1995,Australia,Maize,2782,456,28.16,3104.0
1995,Australia,Barley,465,490,29.59,1597.1
1995,Australia,Soybean,1058,115,31.56,892.8
1995,Nigeria,Wheat,1096,397,21.48,1856.0
1995,Nigeria,Rice,1653,282,16.46,2704.8
1995,Nigeria,Maize,368,43,25.52,574.2
1995,Nigeria,Barley,504,135,25.84,1165.8
1995,Nigeria,Soybean,2206,120,13.22,2054.6
1995,Argentina,Wheat,2442,468,13.47,3273.9
1995,Argentina,Rice,1199,369,27.41,1703.1
1995,Argentina,Maize,2187,204,22.88,2599.8
1995,Argentina,Barley,2269,70,14.81,2209.1
1995,Argentina,Soybean,1328,475,16.96,2670.8
1996,India,Wheat,2881,414,23.72,3539.6
1996,India,Rice,2580,21,15.16,2499.4
1996,India,Maize,2268,87,18.25,2727.9
1996,India,Barley,2596,56,25.7,2169.8
1996,India,Soybean,1379,359,13.92,1729.0
1996,USA,Wheat,636,35,31.71,268.7
1996,USA,Rice,924,364,14.61,2039.1
1996,USA,Maize,602,136,33.1,947.6
1996,USA,Barley,773,37,19.22,715.2
1996,USA,Soybean,664,163,10.92,1059.0
1996,Brazil,Wheat,1182,16,27.18,1623.8
1996,Brazil,Rice,2710,248,10.76,2829.4
1996,Brazil,Maize,2206,24,12.62,2316.6
1996,Brazil,Barley,784,37,10.5,1548.2
1996,Brazil,Soybean,1596,240,12.23,1759.5
1996,China,Wheat,836,154,18.57,815.1
1996,China,Rice,1903,403,29.73,2139.1
1996,China,Maize,1469,120,24.6,1638.2
1996,China,Barley,2381,120,28.64,2226.4
1996,China,Soybean,2942,51,17.09,2801.7
1996,Australia,Wheat,1605,329,24.27,2650.3
1996,Australia,Rice,2662,374,18.26,3071.0
1996,Australia,Maize,1612,446,12.54,2765.2
1996,Australia,Barley,1905,121,14.02,2467.8
1996,Australia,Soybean,2697,104,11.39,2387.7
1996,Nigeria,Wheat,1058,396,23.11,1446.3
1996,Nigeria,Rice,528,45,34.93,168.1
1996,Nigeria,Maize,767,229,32.93,1588.3
1996,Nigeria,Barley,945,127,16.45,1348.5
1996,Nigeria,Soybean,2321,444,30.52,2632.6
1996,Argentina,Wheat,1146,212,24.29,1531.9
1996,Argentina,Rice,2520,309,15.13,2891.7
1996,Argentina,Maize,1441,333,20.64,1836.4
1996,Argentina,Barley,831,122,23.25,676.3
1996,Argentina,Soybean,2437,151,17.22,2883.4
1997,India,Wheat,2217,148,33.3,2580.6
1997,India,Rice,2326,268,11.3,2972.8
1997,India,Maize,2339,19,23.72,2321.0
1997,India,Barley,2519,395,18.06,3265.6
1997,India,Soybean,1919,330,13.47,2388.5
1997,USA,Wheat,2294,408,21.79,2851.3
1997,USA,Rice,1418,314,31.27,2404.7
1997,USA,Maize,535,443,13.11,1557.9
1997,USA,Barley,1460,427,14.53,2422.7
1997,USA,Soybean,2860,305,28.04,3188.6
1997,Brazil,Wheat,2155,358,13.49,3177.1
1997,Brazil,Rice,1552,279,29.99,1789.7
1997,Brazil,Maize,1024,174,30.36,1241.6
1997,Brazil,Barley,377,419,32.7,1412.6
1997,Brazil,Soybean,2072,51,19.81,1856.5
1997,China,Wheat,2163,304,27.84,2859.0
1997,China,Rice,2769,362,28.69,2794.3
1997,China,Maize,1292,162,18.88,1670.8
1997,China,Barley,2297,318,32.66,3093.0
1997,China,Soybean,2270,207,33.5,2285.0
1997,Australia,Wheat,1502,465,27.34,2357.2
1997,Australia,Rice,1946,166,22.39,2141.9
1997,Australia,Maize,1554,420,29.71,2335.1
1997,Australia,Barley,1420,494,29.46,2117.4
1997,Australia,Soybean,1577,205,24.25,1950.1
1997,Nigeria,Wheat,816,132,28.87,745.1
1997,Nigeria,Rice,2232,168,19.47,2802.9
1997,Nigeria,Maize,2563,445,19.93,2897.1
1997,Nigeria,Barley,2394,333,28.06,2429.6
1997,Nigeria,Soybean,394,124,27.35,580.7
1997,Argentina,Wheat,1093,308,24.98,1899.6
1997,Argentina,Rice,310,263,32.71,995.9
1997,Argentina,Maize,1011,32,21.55,958.3
1997,Argentina,Barley,662,405,32.8,1626.6
1997,Argentina,Soybean,1284,490,10.45,2729.7
1998,India,Wheat,655,333,29.75,1696.5
1998,India,Rice,2163,136,13.81,2467.3
1998,India,Maize,2228,60,28.41,1913.3
1998,India,Barley,1730,266,12.83,2191.7
1998,India,Soybean,1945,429,13.12,3106.8
1998,USA,Wheat,2154,447,22.97,3322.5
1998,USA,Rice,2234,158,19.48,2216.4
1998,USA,Maize,501,445,29.69,1658.9
1998,USA,Barley,1236,300,19.95,1925.3
1998,USA,Soybean,1925,84,33.07,2279.3
1998,Brazil,Wheat,774,427,32.96,1782.6
1998,Brazil,Rice,1238,452,21.31,1859.3
1998,Brazil,Maize,1505,161,24.44,1460.6
1998,Brazil,Barley,1009,353,17.79,1619.3
1998,Brazil,Soybean,362,159,15.5,1333.6
1998,China,Wheat,1792,58,14.45,1488.1
1998,China,Rice,988,157,20.37,1375.7
1998,China,Maize,1386,198,14.61,1684.7
1998,China,Barley,2092,233,11.68,2236.8
1998,China,Soybean,2782,388,29.99,3018.7
1998,Australia,Wheat,2379,167,14.77,2517.5
1998,Australia,Rice,1800,295,30.91,1738.9
1998,Australia,Maize,2365,266,29.39,2304.1
1998,Australia,Barley,493,485,22.03,1365.1
1998,Australia,Soybean,2001,444,13.88,3246.0
1998,Nigeria,Wheat,354,368,28.83,1507.9
1998,Nigeria,Rice,1781,476,26.1,2494.8
1998,Nigeria,Maize,2434,64,13.9,2113.2
1998,Nigeria,Barley,1132,322,15.55,2377.1
1998,Nigeria,Soybean,2306,452,22.64,2849.4
1998,Argentina,Wheat,2926,60,26.32,2460.6
1998,Argentina,Rice,2443,97,28.06,1986.8
1998,Argentina,Maize,2838,409,19.93,3053.1
1998,Argentina,Barley,481,478,20.16,1961.2
1998,Argentina,Soybean,1243,475,10.33,2615.1
1999,India,Wheat,2498,94,10.66,2459.8
1999,India,Rice,1214,45,26.07,881.5
1999,India,Maize,813,394,30.44,2049.0
1999,India,Barley,1045,395,19.08,1553.2
1999,India,Soybean,695,29,25.6,1291.0
1999,USA,Wheat,1579,231,19.07,1586.5
1999,USA,Rice,2190,351,29.49,2751.1
1999,USA,Maize,2979,68,32.36,2322.6
1999,USA,Barley,1035,218,22.12,1250.8
1999,USA,Soybean,2873,18,23.54,2335.0
1999,Brazil,Wheat,1604,368,15.45,2141.7
1999,Brazil,Rice,2841,13,13.31,2193.7
1999,Brazil,Maize,2957,224,27.08,3379.8
1999,Brazil,Barley,2475,350,30.38,2416.2
1999,Brazil,Soybean,2381,26,20.13,2752.5
1999,China,Wheat,1701,85,15.16,2252.2
1999,China,Rice,641,478,16.59,1588.9
1999,China,Maize,945,228,24.94,1229.6
1999,China,Barley,2072,318,14.38,2833.8
1999,China,Soybean,1001,131,20.55,986.3
1999,Australia,Wheat,2145,372,14.61,3005.9
1999,Australia,Rice,1694,291,11.71,2598.1
1999,Australia,Maize,1619,20,18.89,1258.3
1999,Australia,Barley,486,304,25.26,1053.2
1999,Australia,Soybean,397,64,26.59,936.7
1999,Nigeria,Wheat,705,78,22.09,1260.1
1999,Nigeria,Rice,1050,157,14.05,1256.5
1999,Nigeria,Maize,664,491,25.58,1706.4
1999,Nigeria,Barley,1824,82,11.88,1520.4
1999,Nigeria,Soybean,1964,226,27.62,2362.0
1999,Argentina,Wheat,2389,34,16.16,1947.6
1999,Argentina,Rice,1552,117,27.37,1678.9
1999,Argentina,Maize,401,363,12.58,1533.0
1999,Argentina,Barley,1340,339,27.26,1973.4
1999,Argentina,Soybean,311,327,33.95,901.3
2000,India,Wheat,2099,488,30.16,3079.6
2000,India,Rice,1808,383,25.93,2152.1
2000,India,Maize,2813,98,26.17,2754.7
2000,India,Barley,788,374,26.75,1397.9
2000,India,Soybean,1077,25,33.13,1498.3
2000,USA,Wheat,2117,478,21.83,2821.3
2000,USA,Rice,634,126,28.28,1358.4
2000,USA,Maize,1821,324,33.61,2361.7
2000,USA,Barley,1289,381,31.11,1883.1
2000,USA,Soybean,1766,499,26.11,2674.7
2000,Brazil,Wheat,1482,161,15.75,1537.1
2000,Brazil,Rice,1421,140,27.41,2077.7
2000,Brazil,Maize,482,480,11.63,1755.3
2000,Brazil,Barley,2844,13,29.77,2923.5
2000,Brazil,Soybean,315,435,31.92,1251.8
2000,China,Wheat,610,236,31.75,1055.5
2000,China,Rice,550,256,14.64,1078.6
2000,China,Maize,1931,236,11.75,2712.3
2000,China,Barley,328,455,12.21,1367.3
2000,China,Soybean,544,245,25.69,1107.3
2000,Australia,Wheat,2071,248,19.96,2878.2
2000,Australia,Rice,1220,368,23.06,2057.4
2000,Australia,Maize,2350,438,18.87,3236.3
2000,Australia,Barley,2333,333,27.89,2545.5
2000,Australia,Soybean,731,202,32.76,1635.2
2000,Nigeria,Wheat,2932,408,19.61,3308.5
2000,Nigeria,Rice,1263,149,33.91,1773.3
2000,Nigeria,Maize,2408,494,12.24,3501.0
2000,Nigeria,Barley,1106,449,32.1,1804.8
2000,Nigeria,Soybean,310,71,25.34,288.6
2000,Argentina,Wheat,2911,269,15.79,3367.9
2000,Argentina,Rice,1633,382,30.77,2127.7
2000,Argentina,Maize,525,322,15.51,1660.9
2000,Argentina,Barley,2853,268,30.66,3027.8
2000,Argentina,Soybean,2096,63,34.23,2148.5
2001,India,Wheat,1844,108,24.93,2193.9
2001,India,Rice,1896,388,19.91,2782.7
2001,India,Maize,1149,71,34.91,714.1
2001,India,Barley,459,236,15.61,802.1
2001,India,Soybean,1192,98,24.82,1810.4
2001,USA,Wheat,1680,107,21.44,2294.6
2001,USA,Rice,2982,485,21.92,3330.4
2001,USA,Maize,1220,235,31.55,1650.5
2001,USA,Barley,1786,49,33.29,1587.9
2001,USA,Soybean,1254,235,20.21,2245.1
2001,Brazil,Wheat,337,337,27.39,844.7
2001,Brazil,Rice,1925,411,12.03,2556.7
2001,Brazil,Maize,2011,470,32.36,3197.2
2001,Brazil,Barley,892,123,22.38,958.8
2001,Brazil,Soybean,617,358,32.66,1205.0
2001,China,Wheat,1891,49,26.95,2199.3
2001,China,Rice,2296,246,28.35,2260.3
2001,China,Maize,2683,177,16.13,2909.1
2001,China,Barley,2004,278,30.93,2193.9
2001,China,Soybean,2016,179,12.65,2510.3
2001,Australia,Wheat,2769,197,13.97,3215.5
2001,Australia,Rice,856,323,21.64,1144.4
2001,Australia,Maize,2882,435,13.22,3405.4
2001,Australia,Barley,1874,424,10.03,2503.9
2001,Australia,Soybean,888,486,16.47,2478.7
2001,Nigeria,Wheat,1547,22,25.42,1139.4
2001,Nigeria,Rice,1556,26,12.9,2032.8
2001,Nigeria,Maize,999,457,23.5,2152.2
2001,Nigeria,Barley,1307,335,17.08,1998.8
2001,Nigeria,Soybean,885,242,34.07,1681.3
2001,Argentina,Wheat,1735,69,14.49,1417.1
2001,Argentina,Rice,1288,287,33.43,2133.1
2001,Argentina,Maize,783,251,33.68,982.6
2001,Argentina,Barley,1340,21,11.68,1902.2
2001,Argentina,Soybean,1185,202,11.45,1356.5
2002,India,Wheat,2557,315,34.75,3014.1
2002,India,Rice,584,213,28.74,831.8
2002,India,Maize,1247,390,19.59,1609.7
2002,India,Barley,1206,42,18.09,945.9
2002,India,Soybean,2806,67,10.03,2759.5
2002,USA,Wheat,1753,235,34.93,2499.1
2002,USA,Rice,2744,498,14.09,3936.3
2002,USA,Maize,2504,84,15.52,2145.0
2002,USA,Barley,2010,471,15.75,2850.5
2002,USA,Soybean,1862,204,33.77,2306.9
2002,Brazil,Wheat,1288,30,32.74,1631.0
2002,Brazil,Rice,383,271,29.0,1010.4
2002,Brazil,Maize,1710,266,18.02,2652.8
2002,Brazil,Barley,2280,172,10.78,2852.2
2002,Brazil,Soybean,1091,21,24.07,1165.1
2002,China,Wheat,2555,36,34.2,2203.0
2002,China,Rice,1284,154,12.28,1731.4
2002,China,Maize,890,36,31.12,670.8
2002,China,Barley,2734,358,13.28,3462.4
2002,China,Soybean,1859,325,34.19,2710.3
2002,Australia,Wheat,826,162,10.03,1338.5
2002,Australia,Rice,1559,349,20.76,2414.6
2002,Australia,Maize,1316,453,11.61,2342.7
2002,Australia,Barley,416,395,29.94,1217.4
2002,Australia,Soybean,1387,214,13.74,2188.2
2002,Nigeria,Wheat,573,487,19.81,1599.3
2002,Nigeria,Rice,906,175,17.29,1201.9
2002,Nigeria,Maize,1028,298,33.82,1504.2
2002,Nigeria,Barley,1715,276,22.01,1790.9
2002,Nigeria,Soybean,1876,410,12.57,2240.1
2002,Argentina,Wheat,1995,472,22.47,2400.3
2002,Argentina,Rice,2439,157,18.65,3013.7
2002,Argentina,Maize,2251,251,18.16,2122.2
2002,Argentina,Barley,2572,298,32.06,3258.0
2002,Argentina,Soybean,2936,125,18.95,2511.3
2003,India,Wheat,2541,175,24.19,2825.9
2003,India,Rice,2469,152,15.0,3015.2
2003,India,Maize,727,314,33.79,1187.7
2003,India,Barley,2286,132,10.79,2757.9
2003,India,Soybean,2570,425,17.47,3446.3
2003,USA,Wheat,1587,337,27.85,1982.1
2003,USA,Rice,1407,327,25.31,1908.5
2003,USA,Maize,2354,468,32.37,3394.5
2003,USA,Barley,321,419,22.02,1000.6
2003,USA,Soybean,1108,197,28.29,1967.5
2003,Brazil,Wheat,2434,21,13.99,2149.3
2003,Brazil,Rice,1566,131,18.23,2081.5
2003,Brazil,Maize,984,401,31.8,1579.2
2003,Brazil,Barley,994,297,22.45,1757.7
2003,Brazil,Soybean,2289,411,26.33,2937.9
2003,China,Wheat,611,370,22.33,1928.5
2003,China,Rice,2037,252,27.01,1955.5
2003,China,Maize,2282,216,16.44,2424.2
2003,China,Barley,2048,168,20.4,1793.4
2003,China,Soybean,703,302,18.65,1342.9
2003,Australia,Wheat,2879,453,11.0,3787.2
2003,Australia,Rice,907,114,20.97,859.9
2003,Australia,Maize,1835,237,31.84,2040.6
2003,Australia,Barley,2097,304,16.92,2486.4
2003,Australia,Soybean,485,255,18.98,1350.2
2003,Nigeria,Wheat,829,49,30.9,1188.2
2003,Nigeria,Rice,1093,17,20.13,1184.1
2003,Nigeria,Maize,1922,307,15.94,2325.2
2003,Nigeria,Barley,301,384,20.33,1738.5
2003,Nigeria,Soybean,852,327,12.43,1591.3
2003,Argentina,Wheat,1946,23,22.87,2358.1
2003,Argentina,Rice,429,240,14.09,1572.3
2003,Argentina,Maize,2340,37,16.45,2009.5
2003,Argentina,Barley,560,458,29.34,2021.6
2003,Argentina,Soybean,600,416,21.34,1492.6
2004,India,Wheat,929,279,18.27,1722.5
2004,India,Rice,2101,341,30.72,2311.6
2004,India,Maize,2480,285,24.7,3278.0
2004,India,Barley,2860,322,14.18,3769.2
2004,India,Soybean,1607,130,25.14,1980.2
2004,USA,Wheat,2320,213,21.87,2559.3
2004,USA,Rice,1955,53,21.16,1824.4
2004,USA,Maize,2042,399,15.15,3236.1
2004,USA,Barley,2239,379,34.67,3170.5
2004,USA,Soybean,2858,302,33.42,3352.2
2004,Brazil,Wheat,2466,44,21.3,2603.8
2004,Brazil,Rice,1382,334,12.58,2337.8
2004,Brazil,Maize,1529,21,13.71,1820.1
2004,Brazil,Barley,2589,225,27.15,2374.7
2004,Brazil,Soybean,516,315,34.33,737.5
2004,China,Wheat,1546,193,22.89,1570.9
2004,China,Rice,1218,437,23.31,1765.3
2004,China,Maize,2731,135,17.7,2612.8
2004,China,Barley,2269,243,28.32,2025.0
2004,China,Soybean,2333,350,12.35,3217.9
2004,Australia,Wheat,1681,14,34.08,1206.0
2004,Australia,Rice,2658,128,33.62,3015.2
2004,Australia,Maize,2461,475,25.45,3311.3
2004,Australia,Barley,602,241,29.21,1657.5
2004,Australia,Soybean,2163,354,27.24,2966.0
2004,Nigeria,Wheat,1610,473,30.67,2230.3
2004,Nigeria,Rice,1392,370,12.66,1946.0
2004,Nigeria,Maize,1309,201,11.21,1921.1
2004,Nigeria,Barley,1412,185,28.81,1967.5
2004,Nigeria,Soybean,2936,168,28.46,2723.2
2004,Argentina,Wheat,793,141,26.69,1102.5
2004,Argentina,Rice,2744,498,17.93,3375.9
2004,Argentina,Maize,1654,138,13.01,2290.1
2004,Argentina,Barley,754,98,18.21,681.1
2004,Argentina,Soybean,1010,152,27.39,1665.1
2005,India,Wheat,2952,482,24.91,3811.5
2005,India,Rice,2638,437,10.37,3146.7
2005,India,Maize,1261,439,22.51,1745.7
2005,India,Barley,2675,313,31.18,3377.2
2005,India,Soybean,2976,230,18.53,2666.5
2005,USA,Wheat,1456,491,23.17,2889.1
2005,USA,Rice,2063,280,19.86,2353.8
2005,USA,Maize,1649,311,27.95,2551.7
2005,USA,Barley,2774,30,14.89,2465.3
2005,USA,Soybean,2138,126,32.45,2429.9
2005,Brazil,Wheat,2127,212,19.5,2253.6
2005,Brazil,Rice,1088,150,18.79,1783.5
2005,Brazil,Maize,1657,390,25.43,2223.3
2005,Brazil,Barley,2841,36,33.24,2167.4
2005,Brazil,Soybean,2638,145,17.78,2641.6
2005,China,Wheat,1981,11,16.82,2081.6
2005,China,Rice,2437,354,23.06,2689.0
2005,China,Maize,1362,406,14.61,2713.5
2005,China,Barley,2659,250,24.18,2682.4
2005,China,Soybean,1251,45,20.61,1769.7
2005,Australia,Wheat,2098,319,23.76,2453.8
2005,Australia,Rice,2008,371,12.81,2360.3
2005,Australia,Maize,1600,223,24.84,1502.6
2005,Australia,Barley,820,280,25.27,1340.3
2005,Australia,Soybean,1956,134,32.65,1657.3
2005,Nigeria,Wheat,1019,58,15.92,1064.0
2005,Nigeria,Rice,1903,59,28.3,1968.4
2005,Nigeria,Maize,445,412,25.6,1916.0
2005,Nigeria,Barley,1762,251,13.82,2333.4
2005,Nigeria,Soybean,782,117,31.57,1173.9
2005,Argentina,Wheat,961,441,17.81,1890.7
2005,Argentina,Rice,1287,464,23.67,2369.9
